defined_class	defined_class_label	mechanism	mechanism_label	target	target_label
http://purl.obolibrary.org/obo/GO_0048021	regulation of melanin biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042438	melanin biosynthetic process
http://purl.obolibrary.org/obo/GO_0035007	regulation of melanization defense response	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035006	melanization defense response
http://purl.obolibrary.org/obo/GO_0045634	regulation of melanocyte differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030318	melanocyte differentiation
http://purl.obolibrary.org/obo/GO_1903056	regulation of melanosome organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032438	melanosome organization
http://purl.obolibrary.org/obo/GO_1902908	regulation of melanosome transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032402	melanosome transport
http://purl.obolibrary.org/obo/GO_0140539	regulation of melanotic encapsulation of foreign target	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035011	melanotic encapsulation of foreign target
http://purl.obolibrary.org/obo/GO_0003254	regulation of membrane depolarization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization
http://purl.obolibrary.org/obo/GO_1905027	regulation of membrane depolarization during AV node cell action potential	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0086045	membrane depolarization during AV node cell action potential
http://purl.obolibrary.org/obo/GO_0098902	regulation of membrane depolarization during action potential	http://purl.obolibrary.org/obo/GO_0050789	regulation of biological process	http://purl.obolibrary.org/obo/GO_0086010	membrane depolarization during action potential
http://purl.obolibrary.org/obo/GO_1900825	regulation of membrane depolarization during cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0050789	regulation of biological process	http://purl.obolibrary.org/obo/GO_0086012	membrane depolarization during cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_0010549	regulation of membrane disassembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030397	membrane disassembly
http://purl.obolibrary.org/obo/GO_1902630	regulation of membrane hyperpolarization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060081	membrane hyperpolarization
http://purl.obolibrary.org/obo/GO_1905153	regulation of membrane invagination	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010324	membrane invagination
http://purl.obolibrary.org/obo/GO_1905038	regulation of membrane lipid metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006643	membrane lipid metabolic process
http://purl.obolibrary.org/obo/GO_0051043	regulation of membrane protein ectodomain proteolysis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006509	membrane protein ectodomain proteolysis
http://purl.obolibrary.org/obo/GO_0060306	regulation of membrane repolarization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization
http://purl.obolibrary.org/obo/GO_0098903	regulation of membrane repolarization during action potential	http://purl.obolibrary.org/obo/GO_0050789	regulation of biological process	http://purl.obolibrary.org/obo/GO_0086011	membrane repolarization during action potential
http://purl.obolibrary.org/obo/GO_1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0098914	membrane repolarization during atrial cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_1905031	regulation of membrane repolarization during cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0086013	membrane repolarization during cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_1905024	regulation of membrane repolarization during ventricular cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0098915	membrane repolarization during ventricular cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_1903525	regulation of membrane tubulation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097320	plasma membrane tubulation
http://purl.obolibrary.org/obo/GO_2000567	regulation of memory T cell activation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035709	memory T cell activation
http://purl.obolibrary.org/obo/GO_0043380	regulation of memory T cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0043379	memory T cell differentiation
http://purl.obolibrary.org/obo/GO_0048509	regulation of meristem development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048507	meristem development
http://purl.obolibrary.org/obo/GO_0010075	regulation of meristem growth	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035266	meristem growth
http://purl.obolibrary.org/obo/GO_0009934	regulation of meristem structural organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0009933	meristem structural organization
http://purl.obolibrary.org/obo/GO_2001053	regulation of mesenchymal cell apoptotic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097152	mesenchymal cell apoptotic process
http://purl.obolibrary.org/obo/GO_0061295	regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1901146	mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0072304	regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1901147	mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_1900211	regulation of mesenchymal cell apoptotic process involved in metanephros development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1900200	mesenchymal cell apoptotic process involved in metanephros development
http://purl.obolibrary.org/obo/GO_0072039	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1901145	mesenchymal cell apoptotic process involved in nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0010464	regulation of mesenchymal cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010463	mesenchymal cell proliferation
http://purl.obolibrary.org/obo/GO_2000790	regulation of mesenchymal cell proliferation involved in lung development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060916	mesenchymal cell proliferation involved in lung development
http://purl.obolibrary.org/obo/GO_0060782	regulation of mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060781	mesenchymal cell proliferation involved in prostate gland development
http://purl.obolibrary.org/obo/GO_0072199	regulation of mesenchymal cell proliferation involved in ureter development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072198	mesenchymal cell proliferation involved in ureter development
http://purl.obolibrary.org/obo/GO_2000739	regulation of mesenchymal stem cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072497	mesenchymal stem cell differentiation
http://purl.obolibrary.org/obo/GO_1905320	regulation of mesenchymal stem cell migration	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1905319	mesenchymal stem cell migration
http://purl.obolibrary.org/obo/GO_1902460	regulation of mesenchymal stem cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097168	mesenchymal stem cell proliferation
http://purl.obolibrary.org/obo/GO_2000084	regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061261	mesenchymal to epithelial transition involved in mesonephros morphogenesis
http://purl.obolibrary.org/obo/GO_0003339	regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis
http://purl.obolibrary.org/obo/GO_2000380	regulation of mesoderm development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007498	mesoderm development
http://purl.obolibrary.org/obo/GO_1905902	regulation of mesoderm formation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0001707	mesoderm formation
http://purl.obolibrary.org/obo/GO_1905770	regulation of mesodermal cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048333	mesodermal cell differentiation
http://purl.obolibrary.org/obo/GO_0048334	regulation of mesodermal cell fate determination	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007500	mesodermal cell fate determination
http://purl.obolibrary.org/obo/GO_0042661	regulation of mesodermal cell fate specification	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007501	mesodermal cell fate specification
http://purl.obolibrary.org/obo/GO_2000090	regulation of mesonephric glomerular mesangial cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061269	mesonephric glomerular mesangial cell proliferation involved in mesonephros development
http://purl.obolibrary.org/obo/GO_2000087	regulation of mesonephric glomerulus development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061224	mesonephric glomerulus development
http://purl.obolibrary.org/obo/GO_2000093	regulation of mesonephric nephron tubule epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061265	mesonephric nephron tubule epithelial cell differentiation
http://purl.obolibrary.org/obo/GO_0061217	regulation of mesonephros development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0001823	mesonephros development
http://purl.obolibrary.org/obo/GO_0019222	regulation of metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0008152	metabolic process
http://purl.obolibrary.org/obo/GO_0010959	regulation of metal ion transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030001	metal ion transport
http://purl.obolibrary.org/obo/GO_2000592	regulation of metanephric DCT cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072240	metanephric DCT cell differentiation
http://purl.obolibrary.org/obo/GO_2000004	regulation of metanephric S-shaped body morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072284	metanephric S-shaped body morphogenesis
http://purl.obolibrary.org/obo/GO_0090095	regulation of metanephric cap mesenchymal cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090094	metanephric cap mesenchymal cell proliferation involved in metanephros development
http://purl.obolibrary.org/obo/GO_2000006	regulation of metanephric comma-shaped body morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072278	metanephric comma-shaped body morphogenesis
http://purl.obolibrary.org/obo/GO_0072301	regulation of metanephric glomerular mesangial cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072262	metanephric glomerular mesangial cell proliferation involved in metanephros development
http://purl.obolibrary.org/obo/GO_0072298	regulation of metanephric glomerulus development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072224	metanephric glomerulus development
http://purl.obolibrary.org/obo/GO_2000589	regulation of metanephric mesenchymal cell migration	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035789	metanephric mesenchymal cell migration
http://purl.obolibrary.org/obo/GO_1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	http://purl.obolibrary.org/obo/GO_0035791	platelet-derived growth factor receptor-beta signaling pathway	http://purl.obolibrary.org/obo/GO_0035789	metanephric mesenchymal cell migration
http://purl.obolibrary.org/obo/GO_0072307	regulation of metanephric nephron tubule epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072257	metanephric nephron tubule epithelial cell differentiation
http://purl.obolibrary.org/obo/GO_2000477	regulation of metanephric podocyte development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072249	metanephric podocyte development
http://purl.obolibrary.org/obo/GO_2001074	regulation of metanephric ureteric bud development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035502	metanephric part of ureteric bud development
http://purl.obolibrary.org/obo/GO_0072215	regulation of metanephros development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0090235	regulation of metaphase plate congression	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051310	metaphase chromosome alignment
http://purl.obolibrary.org/obo/GO_1902099	regulation of metaphase/anaphase transition of cell cycle	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0044784	metaphase/anaphase transition of cell cycle
http://purl.obolibrary.org/obo/GO_1905186	regulation of metaphase/anaphase transition of meiosis I	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1990949	metaphase/anaphase transition of meiosis I
http://purl.obolibrary.org/obo/GO_1905189	regulation of metaphase/anaphase transition of meiosis II	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1990950	metaphase/anaphase transition of meiosis II
http://purl.obolibrary.org/obo/GO_1902102	regulation of metaphase/anaphase transition of meiotic cell cycle	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0044785	metaphase/anaphase transition of meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0090060	regulation of metaxylem development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090058	metaxylem development
http://purl.obolibrary.org/obo/GO_1900333	regulation of methane biosynthetic process from 3-(methylthio)propionic acid	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001132	methane biosynthetic process from 3-(methylthio)propionic acid
http://purl.obolibrary.org/obo/GO_1900336	regulation of methane biosynthetic process from carbon monoxide	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001134	methane biosynthetic process from carbon monoxide
http://purl.obolibrary.org/obo/GO_1900342	regulation of methane biosynthetic process from dimethyl sulfide	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001131	methane biosynthetic process from dimethyl sulfide
http://purl.obolibrary.org/obo/GO_1900318	regulation of methane biosynthetic process from dimethylamine	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001129	methane biosynthetic process from dimethylamine
http://purl.obolibrary.org/obo/GO_1900339	regulation of methane biosynthetic process from formic acid	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001127	methane biosynthetic process from formic acid
http://purl.obolibrary.org/obo/GO_1900345	regulation of methane biosynthetic process from methanethiol	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001133	methane biosynthetic process from methanethiol
http://purl.obolibrary.org/obo/GO_1900348	regulation of methane biosynthetic process from methylamine	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001128	methane biosynthetic process from methylamine
http://purl.obolibrary.org/obo/GO_1900330	regulation of methane biosynthetic process from trimethylamine	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001130	methane biosynthetic process from trimethylamine
http://purl.obolibrary.org/obo/GO_1900351	regulation of methanofuran biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001120	methanofuran biosynthetic process
http://purl.obolibrary.org/obo/GO_1900354	regulation of methanofuran metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_2001119	methanofuran metabolic process
http://purl.obolibrary.org/obo/GO_1900962	regulation of methanophenazine biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1900630	methanophenazine biosynthetic process
http://purl.obolibrary.org/obo/GO_1900965	regulation of methanophenazine metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1900629	methanophenazine metabolic process
http://purl.obolibrary.org/obo/GO_1902322	regulation of methyl-branched fatty acid biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1902321	methyl-branched fatty acid biosynthetic process
http://purl.obolibrary.org/obo/GO_0070802	regulation of metula development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070789	metula development
http://purl.obolibrary.org/obo/GO_2000625	regulation of miRNA catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010587	miRNA catabolic process
http://purl.obolibrary.org/obo/GO_2000628	regulation of miRNA metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010586	miRNA metabolic process
http://purl.obolibrary.org/obo/GO_1903798	regulation of miRNA processing	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035196	miRNA processing
http://purl.obolibrary.org/obo/GO_1902893	regulation of miRNA transcription	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061614	miRNA transcription
http://purl.obolibrary.org/obo/GO_0060964	regulation of miRNA-mediated gene silencing	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035195	miRNA-mediated post-transcriptional gene silencing
http://purl.obolibrary.org/obo/GO_0014006	regulation of microglia differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0014004	microglia differentiation
http://purl.obolibrary.org/obo/GO_1903978	regulation of microglial cell activation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0001774	microglial cell activation
http://purl.obolibrary.org/obo/GO_1904149	regulation of microglial cell mediated cytotoxicity	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090634	microglial cell mediated cytotoxicity
http://purl.obolibrary.org/obo/GO_1904139	regulation of microglial cell migration	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1904124	microglial cell migration
http://purl.obolibrary.org/obo/GO_0140505	regulation of microlipophagy	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0140504	microlipophagy
http://purl.obolibrary.org/obo/GO_0150101	regulation of microtubule anchoring at centrosome	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034454	microtubule anchoring at centrosome
http://purl.obolibrary.org/obo/GO_0070507	regulation of microtubule cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000226	microtubule cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0031114	regulation of microtubule depolymerization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007019	microtubule depolymerization
http://purl.obolibrary.org/obo/GO_0010968	regulation of microtubule nucleation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007020	microtubule nucleation
http://purl.obolibrary.org/obo/GO_0031113	regulation of microtubule polymerization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0046785	microtubule polymerization
http://purl.obolibrary.org/obo/GO_0031110	regulation of microtubule polymerization or depolymerization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0031109	microtubule polymerization or depolymerization
http://purl.obolibrary.org/obo/GO_0060632	regulation of microtubule-based movement	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007018	microtubule-based movement
http://purl.obolibrary.org/obo/GO_0032886	regulation of microtubule-based process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007017	microtubule-based process
http://purl.obolibrary.org/obo/GO_0032534	regulation of microvillus assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030033	microvillus assembly
http://purl.obolibrary.org/obo/GO_0032530	regulation of microvillus organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032528	microvillus organization
http://purl.obolibrary.org/obo/GO_1904956	regulation of midbrain dopaminergic neuron differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1904948	midbrain dopaminergic neuron differentiation
http://purl.obolibrary.org/obo/GO_2000855	regulation of mineralocorticoid secretion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035931	mineralocorticoid secretion
http://purl.obolibrary.org/obo/GO_0061884	regulation of mini excitatory postsynaptic potential	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0098816	mini excitatory postsynaptic potential
http://purl.obolibrary.org/obo/GO_0032423	regulation of mismatch repair	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006298	mismatch repair
http://purl.obolibrary.org/obo/GO_1905446	regulation of mitochondrial ATP synthesis coupled electron transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042775	mitochondrial ATP synthesis coupled electron transport
http://purl.obolibrary.org/obo/GO_1905706	regulation of mitochondrial ATP synthesis coupled proton transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042776	proton motive force-driven mitochondrial ATP synthesis
http://purl.obolibrary.org/obo/GO_1901858	regulation of mitochondrial DNA metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032042	mitochondrial DNA metabolic process
http://purl.obolibrary.org/obo/GO_0090296	regulation of mitochondrial DNA replication	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006264	mitochondrial DNA replication
http://purl.obolibrary.org/obo/GO_0000960	regulation of mitochondrial RNA catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000957	mitochondrial RNA catabolic process
http://purl.obolibrary.org/obo/GO_0051900	regulation of mitochondrial depolarization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051882	mitochondrial depolarization
http://purl.obolibrary.org/obo/GO_1902956	regulation of mitochondrial electron transport, NADH to ubiquinone	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006120	mitochondrial electron transport, NADH to ubiquinone
http://purl.obolibrary.org/obo/GO_0090140	regulation of mitochondrial fission	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000266	mitochondrial fission
http://purl.obolibrary.org/obo/GO_0010635	regulation of mitochondrial fusion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0008053	mitochondrial fusion
http://purl.obolibrary.org/obo/GO_0062125	regulation of mitochondrial gene expression	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0140053	mitochondrial gene expression
http://purl.obolibrary.org/obo/GO_1905637	regulation of mitochondrial mRNA catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000958	mitochondrial mRNA catabolic process
http://purl.obolibrary.org/obo/GO_1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097345	mitochondrial outer membrane permeabilization
http://purl.obolibrary.org/obo/GO_1903108	regulation of mitochondrial transcription	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006390	mitochondrial transcription
http://purl.obolibrary.org/obo/GO_0070129	regulation of mitochondrial translation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032543	mitochondrial translation
http://purl.obolibrary.org/obo/GO_1905082	regulation of mitochondrial translational elongation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070125	mitochondrial translational elongation
http://purl.obolibrary.org/obo/GO_0070132	regulation of mitochondrial translational initiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070124	mitochondrial translational initiation
http://purl.obolibrary.org/obo/GO_0010821	regulation of mitochondrion organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007005	mitochondrion organization
http://purl.obolibrary.org/obo/GO_1901524	regulation of mitophagy	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000423	mitophagy
http://purl.obolibrary.org/obo/GO_1904289	regulation of mitotic DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0044773	mitotic DNA damage checkpoint signaling
http://purl.obolibrary.org/obo/GO_1903466	regulation of mitotic DNA replication initiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1902975	mitotic DNA replication initiation
http://purl.obolibrary.org/obo/GO_1903499	regulation of mitotic actomyosin contractile ring assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1903475	mitotic actomyosin contractile ring assembly
http://purl.obolibrary.org/obo/GO_1903471	regulation of mitotic actomyosin contractile ring contraction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1902404	mitotic actomyosin contractile ring contraction
http://purl.obolibrary.org/obo/GO_0007346	regulation of mitotic cell cycle	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0000278	mitotic cell cycle
