defined_class	defined_class_label	process1	process1_label	process2	process2_label
http://purl.obolibrary.org/obo/GO_0060027	convergent extension involved in gastrulation	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/GO_0090253	convergent extension involved in imaginal disc-derived wing morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0007476	imaginal disc-derived wing morphogenesis
http://purl.obolibrary.org/obo/GO_0061237	convergent extension involved in mesonephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0061228	mesonephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0072279	convergent extension involved in metanephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0072273	metanephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0072045	convergent extension involved in nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0072028	nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0022007	convergent extension involved in neural plate elongation	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0014022	neural plate elongation
http://purl.obolibrary.org/obo/GO_1904126	convergent extension involved in notochord morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0048570	notochord morphogenesis
http://purl.obolibrary.org/obo/GO_0060029	convergent extension involved in organogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0048513	animal organ development
http://purl.obolibrary.org/obo/GO_1904125	convergent extension involved in rhombomere morphogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0021593	rhombomere morphogenesis
http://purl.obolibrary.org/obo/GO_0090246	convergent extension involved in somitogenesis	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0001756	somitogenesis
http://purl.obolibrary.org/obo/GO_0042337	cuticle development involved in chitin-based cuticle molting cycle	http://purl.obolibrary.org/obo/GO_0042335	cuticle development	http://purl.obolibrary.org/obo/GO_0007591	molting cycle, chitin-based cuticle
http://purl.obolibrary.org/obo/GO_0042338	cuticle development involved in collagen and cuticulin-based cuticle molting cycle	http://purl.obolibrary.org/obo/GO_0042335	cuticle development	http://purl.obolibrary.org/obo/GO_0018996	molting cycle, collagen and cuticulin-based cuticle
http://purl.obolibrary.org/obo/GO_0002375	cytokine biosynthetic process involved in immune response	http://purl.obolibrary.org/obo/GO_0042089	cytokine biosynthetic process	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002367	cytokine production involved in immune response	http://purl.obolibrary.org/obo/GO_0001816	cytokine production	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002534	cytokine production involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0001816	cytokine production	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/GO_0002374	cytokine secretion involved in immune response	http://purl.obolibrary.org/obo/GO_0050663	cytokine secretion	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0060327	cytoplasmic actin-based contraction involved in cell motility	http://purl.obolibrary.org/obo/GO_0070252	actin-mediated cell contraction	http://purl.obolibrary.org/obo/GO_0048870	cell motility
http://purl.obolibrary.org/obo/GO_0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	http://purl.obolibrary.org/obo/GO_0002753	cytoplasmic pattern recognition receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0051607	defense response to virus
http://purl.obolibrary.org/obo/GO_0002182	cytoplasmic translational elongation	http://purl.obolibrary.org/obo/GO_0006414	translational elongation	http://purl.obolibrary.org/obo/GO_0002181	cytoplasmic translation
http://purl.obolibrary.org/obo/GO_0002183	cytoplasmic translational initiation	http://purl.obolibrary.org/obo/GO_0006413	translational initiation	http://purl.obolibrary.org/obo/GO_0002181	cytoplasmic translation
http://purl.obolibrary.org/obo/GO_0003426	cytoskeleton polarization involved in growth plate cartilage chondrocyte division	http://purl.obolibrary.org/obo/GO_0030952	establishment or maintenance of cytoskeleton polarity	http://purl.obolibrary.org/obo/GO_0003424	establishment of cell polarity involved in growth plate cartilage chondrocyte division
http://purl.obolibrary.org/obo/GO_0052544	defense response by callose deposition in cell wall	http://purl.obolibrary.org/obo/GO_0052543	callose deposition in cell wall	http://purl.obolibrary.org/obo/GO_0006952	defense response
http://purl.obolibrary.org/obo/GO_0055112	delamination involved in gastrulation with mouth forming second	http://purl.obolibrary.org/obo/GO_0060232	delamination	http://purl.obolibrary.org/obo/GO_0001702	gastrulation with mouth forming second
http://purl.obolibrary.org/obo/GO_0072421	detection of DNA damage stimulus involved in DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/GO_0000077	DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072424	detection of DNA damage stimulus involved in G2 DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/GO_0031572	G2 DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072427	detection of DNA damage stimulus involved in intra-S DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/GO_0031573	intra-S DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072430	detection of DNA damage stimulus involved in mitotic G1 DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/GO_0031571	mitotic G1 DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072433	detection of DNA damage stimulus involved in mitotic G2 DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/GO_0007095	mitotic G2 DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0014879	detection of electrical stimulus involved in regulation of muscle adaptation	http://purl.obolibrary.org/obo/GO_0050981	detection of electrical stimulus	http://purl.obolibrary.org/obo/GO_0043502	regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0014885	detection of injury involved in regulation of muscle adaptation	http://purl.obolibrary.org/obo/GO_0014822	detection of wounding	http://purl.obolibrary.org/obo/GO_0043502	regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0014875	detection of muscle activity involved in regulation of muscle adaptation	http://purl.obolibrary.org/obo/GO_0014864	detection of muscle activity	http://purl.obolibrary.org/obo/GO_0043502	regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0014884	detection of muscle inactivity involved in regulation of muscle adaptation	http://purl.obolibrary.org/obo/GO_0014869	detection of muscle inactivity	http://purl.obolibrary.org/obo/GO_0043502	regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0072436	detection of stimulus involved in DNA replication checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0000076	DNA replication checkpoint
http://purl.obolibrary.org/obo/GO_1902399	detection of stimulus involved in G1 DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0044783	G1 DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072394	detection of stimulus involved in cell cycle checkpoint	http://purl.obolibrary.org/obo/GO_0090429	detection of endogenous biotic stimulus	http://purl.obolibrary.org/obo/GO_0000075	cell cycle checkpoint
http://purl.obolibrary.org/obo/GO_0072439	detection of stimulus involved in meiotic DNA replication checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0033315	meiotic G2/MI DNA replication checkpoint
http://purl.obolibrary.org/obo/GO_0072463	detection of stimulus involved in meiotic spindle assembly checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0033316	meiotic spindle assembly checkpoint
http://purl.obolibrary.org/obo/GO_1902397	detection of stimulus involved in meiotic spindle checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0044779	meiotic spindle checkpoint
http://purl.obolibrary.org/obo/GO_1902401	detection of stimulus involved in mitotic DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0044773	mitotic DNA damage checkpoint
http://purl.obolibrary.org/obo/GO_0072400	detection of stimulus involved in mitotic DNA integrity checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0044774	mitotic DNA integrity checkpoint
http://purl.obolibrary.org/obo/GO_0072442	detection of stimulus involved in mitotic DNA replication checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0033314	mitotic DNA replication checkpoint
http://purl.obolibrary.org/obo/GO_0072478	detection of stimulus involved in mitotic spindle assembly checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0007094	mitotic spindle assembly checkpoint
http://purl.obolibrary.org/obo/GO_0072475	detection of stimulus involved in mitotic spindle checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0071174	mitotic spindle checkpoint
http://purl.obolibrary.org/obo/GO_0072481	detection of stimulus involved in mitotic spindle orientation checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0031578	mitotic spindle orientation checkpoint
http://purl.obolibrary.org/obo/GO_0072484	detection of stimulus involved in spindle assembly checkpoint	http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus	http://purl.obolibrary.org/obo/GO_0071173	spindle assembly checkpoint
http://purl.obolibrary.org/obo/GO_0072415	detection of stimulus involved in spindle checkpoint	http://purl.obolibrary.org/obo/GO_0090429	detection of endogenous biotic stimulus	http://purl.obolibrary.org/obo/GO_0031577	spindle checkpoint
http://purl.obolibrary.org/obo/GO_0044111	development involved in symbiotic interaction	http://purl.obolibrary.org/obo/GO_0032502	developmental process	http://purl.obolibrary.org/obo/GO_0044419	interspecies interaction between organisms
http://purl.obolibrary.org/obo/GO_0060560	developmental growth involved in morphogenesis	http://purl.obolibrary.org/obo/GO_0048589	developmental growth	http://purl.obolibrary.org/obo/GO_0009653	anatomical structure morphogenesis
http://purl.obolibrary.org/obo/GO_0003006	developmental process involved in reproduction	http://purl.obolibrary.org/obo/GO_0032502	developmental process	http://purl.obolibrary.org/obo/GO_0000003	reproduction
http://purl.obolibrary.org/obo/GO_0060678	dichotomous subdivision of terminal units involved in ureteric bud branching	http://purl.obolibrary.org/obo/GO_0060600	dichotomous subdivision of an epithelial terminal unit	http://purl.obolibrary.org/obo/GO_0001658	branching involved in ureteric bud morphogenesis
http://purl.obolibrary.org/obo/GO_0022600	digestive system process	http://purl.obolibrary.org/obo/GO_0003008	system process	http://purl.obolibrary.org/obo/GO_0007586	digestion
http://purl.obolibrary.org/obo/GO_0098994	disruption of host cell envelope during viral entry	http://purl.obolibrary.org/obo/GO_0098933	disruption by symbiont of host cell envelope	http://purl.obolibrary.org/obo/GO_0046718	viral entry into host cell
http://purl.obolibrary.org/obo/GO_0046663	dorsal closure, leading edge cell differentiation	http://purl.obolibrary.org/obo/GO_0035026	leading edge cell differentiation	http://purl.obolibrary.org/obo/GO_0007391	dorsal closure
http://purl.obolibrary.org/obo/GO_0035029	dorsal closure, leading edge cell fate commitment	http://purl.obolibrary.org/obo/GO_0035027	leading edge cell fate commitment	http://purl.obolibrary.org/obo/GO_0007391	dorsal closure
http://purl.obolibrary.org/obo/GO_0007393	dorsal closure, leading edge cell fate determination	http://purl.obolibrary.org/obo/GO_0035028	leading edge cell fate determination	http://purl.obolibrary.org/obo/GO_0007391	dorsal closure
http://purl.obolibrary.org/obo/GO_0000736	double-strand break repair via single-strand annealing, removal of nonhomologous ends	http://purl.obolibrary.org/obo/GO_0000735	removal of nonhomologous ends	http://purl.obolibrary.org/obo/GO_0045002	double-strand break repair via single-strand annealing
http://purl.obolibrary.org/obo/GO_0003274	endocardial cushion fusion	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0003203	endocardial cushion morphogenesis
http://purl.obolibrary.org/obo/GO_0003134	endodermal-mesodermal cell signaling involved in heart induction	http://purl.obolibrary.org/obo/GO_0003133	endodermal-mesodermal cell signaling	http://purl.obolibrary.org/obo/GO_0003129	heart induction
http://purl.obolibrary.org/obo/GO_0061165	endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site	http://purl.obolibrary.org/obo/GO_0051643	endoplasmic reticulum localization	http://purl.obolibrary.org/obo/GO_0061164	transitional endoplasmic reticulum polarization at cell division site
http://purl.obolibrary.org/obo/GO_0002264	endothelial cell activation involved in immune response	http://purl.obolibrary.org/obo/GO_0042118	endothelial cell activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_1902355	endothelial tube lumen extension involved in blood vessel lumen ensheathment	http://purl.obolibrary.org/obo/GO_0097498	endothelial tube lumen extension	http://purl.obolibrary.org/obo/GO_0097496	blood vessel lumen ensheathment
http://purl.obolibrary.org/obo/GO_0061736	engulfment of target by autophagosome	http://purl.obolibrary.org/obo/GO_0010324	membrane invagination	http://purl.obolibrary.org/obo/GO_0000045	autophagosome assembly
http://purl.obolibrary.org/obo/GO_0055113	epiboly involved in gastrulation with mouth forming second	http://purl.obolibrary.org/obo/GO_0090504	epiboly	http://purl.obolibrary.org/obo/GO_0001702	gastrulation with mouth forming second
http://purl.obolibrary.org/obo/GO_0090505	epiboly involved in wound healing	http://purl.obolibrary.org/obo/GO_0090504	epiboly	http://purl.obolibrary.org/obo/GO_0042060	wound healing
http://purl.obolibrary.org/obo/GO_1905251	epidermal growth factor receptor signaling pathway involved in heart process	http://purl.obolibrary.org/obo/GO_0007173	epidermal growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0003015	heart process
http://purl.obolibrary.org/obo/GO_0060507	epidermal growth factor receptor signaling pathway involved in lung development	http://purl.obolibrary.org/obo/GO_0007173	epidermal growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0030324	lung development
http://purl.obolibrary.org/obo/GO_0022026	epidermal growth factor signaling pathway involved in forebrain neuron fate commitment	http://purl.obolibrary.org/obo/GO_0007173	epidermal growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0021898	commitment of multipotent stem cells to neuronal lineage in forebrain
http://purl.obolibrary.org/obo/GO_0060671	epithelial cell differentiation involved in embryonic placenta development	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0001892	embryonic placenta development
http://purl.obolibrary.org/obo/GO_0035850	epithelial cell differentiation involved in kidney development	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0001822	kidney development
http://purl.obolibrary.org/obo/GO_0061030	epithelial cell differentiation involved in mammary gland alveolus development	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0060749	mammary gland alveolus development
http://purl.obolibrary.org/obo/GO_0060643	epithelial cell differentiation involved in mammary gland bud morphogenesis	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0060648	mammary gland bud morphogenesis
http://purl.obolibrary.org/obo/GO_0060653	epithelial cell differentiation involved in mammary gland cord morphogenesis	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0060652	mammary gland cord morphogenesis
http://purl.obolibrary.org/obo/GO_0060742	epithelial cell differentiation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0030850	prostate gland development
http://purl.obolibrary.org/obo/GO_0060690	epithelial cell differentiation involved in salivary gland development	http://purl.obolibrary.org/obo/GO_0030855	epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0007431	salivary gland development
http://purl.obolibrary.org/obo/GO_0060743	epithelial cell maturation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0002070	epithelial cell maturation	http://purl.obolibrary.org/obo/GO_0030850	prostate gland development
http://purl.obolibrary.org/obo/GO_0060691	epithelial cell maturation involved in salivary gland development	http://purl.obolibrary.org/obo/GO_0002070	epithelial cell maturation	http://purl.obolibrary.org/obo/GO_0007431	salivary gland development
http://purl.obolibrary.org/obo/GO_0072157	epithelial cell migration involved in distal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072156	distal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0061279	epithelial cell migration involved in mesonephric distal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0061273	mesonephric distal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0061278	epithelial cell migration involved in mesonephric nephron tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0061240	mesonephric nephron tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0061280	epithelial cell migration involved in mesonephric proximal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0061276	mesonephric proximal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072291	epithelial cell migration involved in metanephric distal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072287	metanephric distal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072290	epithelial cell migration involved in metanephric nephron tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072282	metanephric nephron tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072292	epithelial cell migration involved in metanephric proximal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072288	metanephric proximal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072155	epithelial cell migration involved in nephron tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072078	nephron tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072159	epithelial cell migration involved in proximal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0072158	proximal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0007443	Malpighian tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0072575	epithelial cell proliferation involved in liver morphogenesis	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0072576	liver morphogenesis
http://purl.obolibrary.org/obo/GO_0060505	epithelial cell proliferation involved in lung bud dilation	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0060503	bud dilation involved in lung branching
http://purl.obolibrary.org/obo/GO_0060502	epithelial cell proliferation involved in lung morphogenesis	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0060425	lung morphogenesis
http://purl.obolibrary.org/obo/GO_0060650	epithelial cell proliferation involved in mammary gland bud elongation	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0060649	mammary gland bud elongation
http://purl.obolibrary.org/obo/GO_0060767	epithelial cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0030850	prostate gland development
http://purl.obolibrary.org/obo/GO_0060517	epithelial cell proliferation involved in prostatic bud elongation	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0060516	primary prostatic bud elongation
http://purl.obolibrary.org/obo/GO_2001013	epithelial cell proliferation involved in renal tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0061333	renal tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0060664	epithelial cell proliferation involved in salivary gland morphogenesis	http://purl.obolibrary.org/obo/GO_0050673	epithelial cell proliferation	http://purl.obolibrary.org/obo/GO_0007435	salivary gland morphogenesis
http://purl.obolibrary.org/obo/GO_0090137	epithelial cell-cell adhesion involved in epithelium migration	http://purl.obolibrary.org/obo/GO_0090136	epithelial cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0090132	epithelium migration
http://purl.obolibrary.org/obo/GO_0060441	epithelial tube branching involved in lung morphogenesis	http://purl.obolibrary.org/obo/GO_0048754	branching morphogenesis of an epithelial tube	http://purl.obolibrary.org/obo/GO_0060425	lung morphogenesis
http://purl.obolibrary.org/obo/GO_0061111	epithelial-mesenchymal cell signaling involved in lung development	http://purl.obolibrary.org/obo/GO_0060684	epithelial-mesenchymal cell signaling	http://purl.obolibrary.org/obo/GO_0030324	lung development
http://purl.obolibrary.org/obo/GO_0060738	epithelial-mesenchymal signaling involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060684	epithelial-mesenchymal cell signaling	http://purl.obolibrary.org/obo/GO_0030850	prostate gland development
http://purl.obolibrary.org/obo/GO_0090252	epithelium migration involved in imaginal disc-derived wing morphogenesis	http://purl.obolibrary.org/obo/GO_0090132	epithelium migration	http://purl.obolibrary.org/obo/GO_0007476	imaginal disc-derived wing morphogenesis
http://purl.obolibrary.org/obo/GO_0003365	establishment of cell polarity involved in ameboidal cell migration	http://purl.obolibrary.org/obo/GO_0030010	establishment of cell polarity	http://purl.obolibrary.org/obo/GO_0001667	ameboidal-type cell migration
http://purl.obolibrary.org/obo/GO_0003379	establishment of cell polarity involved in gastrulation cell migration	http://purl.obolibrary.org/obo/GO_0030010	establishment of cell polarity	http://purl.obolibrary.org/obo/GO_0042074	cell migration involved in gastrulation
http://purl.obolibrary.org/obo/GO_0003424	establishment of cell polarity involved in growth plate cartilage chondrocyte division	http://purl.obolibrary.org/obo/GO_0030010	establishment of cell polarity	http://purl.obolibrary.org/obo/GO_0003423	growth plate cartilage chondrocyte division
http://purl.obolibrary.org/obo/GO_0061166	establishment of endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site	http://purl.obolibrary.org/obo/GO_0051686	establishment of ER localization	http://purl.obolibrary.org/obo/GO_0061164	transitional endoplasmic reticulum polarization at cell division site
http://purl.obolibrary.org/obo/GO_0003412	establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis	http://purl.obolibrary.org/obo/GO_0045198	establishment of epithelial cell apical/basal polarity	http://purl.obolibrary.org/obo/GO_0048593	camera-type eye morphogenesis
http://purl.obolibrary.org/obo/GO_0051295	establishment of meiotic spindle localization	http://purl.obolibrary.org/obo/GO_0051293	establishment of spindle localization	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0051296	establishment of meiotic spindle orientation	http://purl.obolibrary.org/obo/GO_0051294	establishment of spindle orientation	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0003425	establishment of mitotic spindle orientation involved in growth plate cartilage chondrocyte division	http://purl.obolibrary.org/obo/GO_0051294	establishment of spindle orientation	http://purl.obolibrary.org/obo/GO_0003423	growth plate cartilage chondrocyte division
http://purl.obolibrary.org/obo/GO_0061238	establishment of planar polarity involved in mesonephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity	http://purl.obolibrary.org/obo/GO_0061228	mesonephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0072280	establishment of planar polarity involved in metanephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity	http://purl.obolibrary.org/obo/GO_0072273	metanephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0072046	establishment of planar polarity involved in nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity	http://purl.obolibrary.org/obo/GO_0072028	nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0090177	establishment of planar polarity involved in neural tube closure	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity	http://purl.obolibrary.org/obo/GO_0001843	neural tube closure
http://purl.obolibrary.org/obo/GO_0003371	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	http://purl.obolibrary.org/obo/GO_0030952	establishment or maintenance of cytoskeleton polarity	http://purl.obolibrary.org/obo/GO_0001667	ameboidal-type cell migration
http://purl.obolibrary.org/obo/GO_0003380	establishment or maintenance of cytoskeleton polarity involved in gastrulation	http://purl.obolibrary.org/obo/GO_0030952	establishment or maintenance of cytoskeleton polarity	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/GO_0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0006887	exocytosis	http://purl.obolibrary.org/obo/GO_0098969	neurotransmitter receptor transport to postsynaptic membrane
http://purl.obolibrary.org/obo/GO_0140029	exocytic process	http://purl.obolibrary.org/obo/GO_0009987	cellular process	http://purl.obolibrary.org/obo/GO_0006887	exocytosis
http://purl.obolibrary.org/obo/GO_0072000	extracellular polysaccharide catabolic process involved in ascospore release from ascus	http://purl.obolibrary.org/obo/GO_0071999	extracellular polysaccharide catabolic process	http://purl.obolibrary.org/obo/GO_0071998	ascospore release from ascus
http://purl.obolibrary.org/obo/GO_0021899	fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0021877	forebrain neuron fate commitment
http://purl.obolibrary.org/obo/GO_0061313	fibroblast growth factor receptor signaling pathway involved in heart development	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007507	heart development
http://purl.obolibrary.org/obo/GO_0003135	fibroblast growth factor receptor signaling pathway involved in heart induction	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0003129	heart induction
http://purl.obolibrary.org/obo/GO_0035603	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0030097	hemopoiesis
http://purl.obolibrary.org/obo/GO_0060499	fibroblast growth factor receptor signaling pathway involved in lung induction	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060492	lung induction
http://purl.obolibrary.org/obo/GO_0060595	fibroblast growth factor receptor signaling pathway involved in mammary gland specification	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060594	mammary gland specification
