defined_class	defined_class_label	taxon	taxon_label	source
GO:0034982	mitochondrial protein processing	NCBITaxon:2759	Eukaryota	
GO:0035437	maintenance of protein localization in endoplasmic reticulum	NCBITaxon:2759	Eukaryota	
GO:0035694	mitochondrial protein catabolic process	NCBITaxon:2759	Eukaryota	
GO:0035804	structural constituent of egg coat	NCBITaxon:33208	Metazoa	
GO:0036386	bacterial nucleoid DNA packaging	NCBITaxon:2	Bacteria	
GO:0042775	mitochondrial ATP synthesis coupled electron transport	NCBITaxon:2759	Eukaryota	
GO:0042776	mitochondrial ATP synthesis coupled proton transport	NCBITaxon:2759	Eukaryota	
GO:0043504	mitochondrial DNA repair	NCBITaxon:2759	Eukaryota	
GO:0051457	maintenance of protein location in nucleus	NCBITaxon:2759	Eukaryota	
GO:0051457	maintenance of protein location in nucleus	NCBITaxon:2759	Eukaryota	
GO:0051649	establishment of localization in cell	NCBITaxon:131567	cellular organisms	
GO:0048058	compound eye corneal lens development	NCBITaxon:6656	Arthropoda	
GO:0048750	compound eye corneal lens morphogenesis	NCBITaxon:6656	Arthropoda	
GO:0051882	mitochondrial depolarization	NCBITaxon:2759	Eukaryota	
GO:0070126	mitochondrial translational termination	NCBITaxon:2759	Eukaryota	
GO:0070145	mitochondrial asparaginyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070148	mitochondrial glutaminyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070149	mitochondrial glutamyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070153	mitochondrial leucyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070154	mitochondrial lysyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070156	mitochondrial phenylalanyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070158	mitochondrial seryl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070901	mitochondrial tRNA methylation	NCBITaxon:2759	Eukaryota	
GO:0071027	nuclear RNA surveillance	NCBITaxon:2759	Eukaryota	
GO:0071027	nuclear RNA surveillance	NCBITaxon:2759	Eukaryota	
GO:0090616	mitochondrial mRNA 3'-end processing	NCBITaxon:2759	Eukaryota	
GO:0140040	mitochondrial polycistronic RNA processing	NCBITaxon:2759	Eukaryota	
GO:0140041	cellular detoxification of methylglyoxal	NCBITaxon:131567	cellular organisms	
GO:1900864	mitochondrial RNA modification	NCBITaxon:2759	Eukaryota	
GO:1990770	small intestine smooth muscle contraction	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0008147	structural constituent of bone	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0021533	cell differentiation in hindbrain	NCBITaxon:89593	Craniata <chordata>	
GO:0021534	cell proliferation in hindbrain	NCBITaxon:89593	Craniata <chordata>	
GO:0021535	cell migration in hindbrain	NCBITaxon:89593	Craniata <chordata>	
GO:0022010	central nervous system myelination	NCBITaxon:33213	Bilateria	
GO:0032286	central nervous system myelin maintenance	NCBITaxon:33213	Bilateria	
GO:0032289	central nervous system myelin formation	NCBITaxon:33213	Bilateria	
GO:0032291	axon ensheathment in central nervous system	NCBITaxon:33213	Bilateria	
GO:0032293	non-myelinated axon ensheathment in central nervous system	NCBITaxon:33213	Bilateria	
GO:0042302	structural constituent of cuticle	NCBITaxon:6072	Eumetazoa	
GO:0042329	structural constituent of collagen and cuticulin-based cuticle	NCBITaxon:6231	Nematoda	
GO:1990765	colon smooth muscle contraction	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0140384	metacyclogenesis	NCBITaxon:5654	Trypanosomatidae	
GO:0150104	transport across blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:0009236	cobalamin biosynthetic process	NCBITaxon:Union_0000004	Prokaryota	
GO:0006836	neurotransmitter transport	NCBITaxon:33208	Metazoa	
GO:0140446	fumigermin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0036411	H-NS-Cnu complex	NCBITaxon:2	Bacteria	
GO:1990198	ModE complex	NCBITaxon:2	Bacteria	
GO:0052704	ergothioneine biosynthesis from histidine via gamma-glutamyl-hercynylcysteine sulfoxide	NCBITaxon:2	Bacteria	
GO:0140479	ergothioneine biosynthesis from histidine via hercynylcysteine sulfoxide synthase	NCBITaxon:4751	Fungi	
GO:0140494	migrasome	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0140495	migracytosis	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0106303	mannogen metabolic process	NCBITaxon:5658	Leishmania	
GO:0120259	7SK snRNP	NCBITaxon:33208	Metazoa	
GO:0120260	ciliary microtubule quartet	NCBITaxon:5653	Kinetoplastida	
GO:0140525	antipodal site	NCBITaxon:5653	Kinetoplastea	
GO:0140528	bilobe structure assembly	NCBITaxon:5653	Kinetoplastea	
GO:0120268	paraflagellar rod assembly	NCBITaxon:33682	Euglenozoa	
GO:0120269	ciliary centrin arm	NCBITaxon:5653	Kinetoplastea	
GO:0120273	ciliary centrin arm assembly	NCBITaxon:5653	Kinetoplastea	
GO:0101024	mitotic nuclear membrane organization	NCBITaxon:2759	Eukaryota	
GO:0101026	mitotic nuclear membrane biogenesis	NCBITaxon:2759	Eukaryota	
GO:0048273	mitogen-activated protein kinase p38 binding	NCBITaxon:33208	Metazoa	
GO:0086036	regulation of cardiac muscle cell membrane potential	NCBITaxon:33208	Metazoa	
GO:0015734	taurine transport	NCBITaxon:33208	Metazoa	
GO:0042412	taurine biosynthetic process	NCBITaxon:33208	Metazoa	
GO:0050323	taurine dehydrogenase activity	NCBITaxon:33208	Metazoa	
GO:0031299	taurine-pyruvate aminotransferase activity	NCBITaxon:33208	Metazoa	
GO:0050322	taurine-2-oxoglutarate transaminase activity	NCBITaxon:33208	Metazoa	
GO:0062089	regulation of taurine biosynthetic process	NCBITaxon:33208	Metazoa	
GO:0005369	taurine:sodium symporter activity	NCBITaxon:33208	Metazoa	
GO:0019452	L-cysteine catabolic process to taurine	NCBITaxon:33208	Metazoa	
GO:0050325	tauropine dehydrogenase activity	NCBITaxon:33208	Metazoa	
GO:0103012	ferredoxin-thioredoxin reductase activity	NCBITaxon_Union:0000002	Viridiplantae or Cyanobacteria	
GO:0030386	ferredoxin:thioredoxin reductase complex	NCBITaxon_Union:0000002	Viridiplantae or Cyanobacteria	
GO:0000908	taurine dioxygenase activity	NCBITaxon:2	Bacteria	
GO:1990205	taurine dioxygenase complex	NCBITaxon:2	Bacteria	
GO:0140549	spore inner membrane	NCBITaxon:2	Bacteria	
GO:0045664	regulation of neuron differentiation	NCBITaxon:33208	Metazoa	
GO:2001222	regulation of neuron migration	NCBITaxon:33208	Metazoa	
GO:0009877	nodulation	NCBITaxon:33090	Viridiplantae	
GO:0140582	adenylate cyclase-activating G protein-coupled cAMP receptor signaling pathway	NCBITaxon:33083	Dictyostelids	
GO:0031039	macronucleus	NCBITaxon:5878	Ciliophora	
GO:0031040	micronucleus	NCBITaxon:5878	Ciliophora	
GO:0045120	pronucleus	NCBITaxon:33208	Metazoa	
GO:0060418	yolk plasma	NCBITaxon:33208	Metazoa	
GO:0090652	basolateral cytoplasm	NCBITaxon:33208	Metazoa	
GO:1990794	basolateral part of cell	NCBITaxon:33208	Metazoa	
GO:0016323	basolateral plasma membrane	NCBITaxon:33208	Metazoa	
GO:0046868	mesosome	NCBITaxon:2	Bacteria	
GO:0033012	porosome	NCBITaxon:6072	Eumetazoa	
GO:0020023	kinetoplast	NCBITaxon:5653	Kinetoplastea	
GO:0005009	insulin-activated receptor activity	NCBITaxon:6072	Eumetazoa	
GO:0005899	insulin receptor complex	NCBITaxon:6072	Eumetazoa	
GO:0008286	insulin receptor signaling pathway	NCBITaxon:6072	Eumetazoa	
GO:0046626	regulation of insulin receptor signaling pathway	NCBITaxon:6072	Eumetazoa	
GO:0140604	mycofactocin biosynthetic process	NCBITaxon:Union_0000004	Prokaryota	
GO:0009486	cytochrome bo3 ubiquinol oxidase activity	NCBITaxon:2	Bacteria	
GO:0008815	citrate (pro-3S)-lyase activity	NCBITaxon:2	Bacteria	
GO:0009346	ATP-independent citrate lyase complex	NCBITaxon:2	Bacteria	
GO:0009289	pilus	NCBITaxon:2	Bacteria	
GO:0043711	pilus organization	NCBITaxon:2	Bacteria	
GO:0120309	cilium attachment to cell body	NCBITaxon:5653	Kinetoplastida	
GO:0120310	amastigogenesis	NCBITaxon:5654	Trypanosomatidae	
GO:0120307	Hechtian strand	NCBITaxon:33090	Viridiplantae	
GO:0007533	mating type switching	NCBITaxon:4751	Fungi	
GO:0019035	viral integration complex	NCBITaxon:10239	Viruses	
GO:0044105	L-xylulose reductase (NAD+) activity	NCBITaxon:4890	Ascomycota	
GO:0120324	procyclogenesis	NCBITaxon:5654	Trypanosomatidae	
GO:0140690	dihydropyrimidine dehydrogenase (NAD+) complex	NCBITaxon:2	Bacteria	
GO:0004159	dihydropyrimidine dehydrogenase (NAD+) activity	NCBITaxon:2	Bacteria	
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	NCBITaxon:2759	Eukaryota	
GO:1990257	piccolo-bassoon transport vesicle	NCBITaxon:6072	Eumetazoa	
GO:0043386	mycotoxin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0031469	bacterial microcompartment	NCBITaxon:2	Bacteria	
GO:0050450	citrate (Re)-synthase activity	NCBITaxon:2	Bacteria	PMID:17400742
GO:0040033	sRNA-mediated gene silencing	NCBITaxon:2	Bacteria	
GO:0140782	novofumigatonin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0140781	ilicicolin H biosynthetic process	NCBITaxon:4751	Fungi	
GO:0140782	novofumigatonin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0140783	(M)-viriditoxin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0007179	transforming growth factor beta receptor signaling pathway	NCBITaxon:33511	Deuterostomia	
GO:0160032	Toll receptor ligand protein activation cascade	NCBITaxon:50557	Insecta	
GO:0035244	peptidyl-arginine C-methyltransferase activity	NCBITaxon:2	Bacteria	
GO:0045321	leukocyte activation	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0002443	leukocyte mediated immunity	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0050900	leukocyte migration	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0070661	leukocyte proliferation	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0001909	leukocyte mediated cytotoxicity	NCBITaxon:7742	Vertebrata <Metazoa>    	
GO:0001776	leukocyte homeostasis	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0043299	leukocyte degranulation	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0007159	leukocyte cell-cell adhesion	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0071887	leukocyte apoptotic process	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0080175	phragmoplast microtubule organization	NCBITaxon:33090	Viridiplantae	
GO:1902896	terminal web assembly	NCBITaxon:6072	Eumetazoa	
GO:1990357	terminal web	NCBITaxon:6072	Eumetazoa	
GO:0160062	cutin-based cuticle development	NCBITaxon:3193	Embryophyta	
GO:0060417 	yolk	NCBITaxon:6072	Eumetazoa	
GO:0005883 	neurofilament	NCBITaxon:6072	Eumetazoa	
GO:0120098 	procentriole	NCBITaxon:6072	Eumetazoa	  
GO:0120099 	procentriole replication complex	NCBITaxon:6072	Eumetazoa	
GO:0071142 	homomeric SMAD protein complex	NCBITaxon:6072	Eumetazoa	
GO:0036457	keratohyalin granule	NCBITaxon:6072	Eumetazoa	
GO:0045169	fusome	NCBITaxon:6072	Eumetazoa	
GO:0019812	type I site-specific deoxyribonuclease complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0009359	type II site-specific deoxyribonuclease complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0019813	type III site-specific deoxyribonuclease complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0032068	type IV site-specific deoxyribonuclease complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0044222	anammoxosome	NCBITaxon:Union_0000004	Prokaryota	
GO:0044227	methane-oxidizing organelle	NCBITaxon:Union_0000004	Prokaryota	
GO:0009504	cell plate	NCBITaxon:33090	Viridiplantae	
GO:0072562	blood microparticle	NCBITaxon:6072	Eumetazoa	
GO:0050803	regulation of synapse structure or activity	NCBITaxon:6072	Eumetazoa	
GO:1990523	bone regeneration	NCBITaxon:6072	Eumetazoa	
GO:0010597	green leaf volatile biosynthetic process	NCBITaxon:33090	Viridiplantae	
GO:0009524	phragmoplast	NCBITaxon:33090	Viridiplantae	
GO:0022620	microgametophyte vegetative cell differentiation	NCBITaxon:58024	Spermatophyta	
GO:0034587	piRNA processing	NCBITaxon:6072	Eumetazoa	
GO:0099536	synaptic signaling	NCBITaxon:33208	Metazoa	
GO:0030594	neurotransmitter receptor activity	NCBITaxon:33208	Metazoa	
GO:0141035	CTP-dependent diacylglycerol kinase activity	NCBITaxon:4751	Fungi	
GO:0019270	aerobactin biosynthetic process	NCBITaxon:Union_0000004	Prokaryota	
GO:0005326	neurotransmitter transmembrane transporter activity	NCBITaxon:6072	Eumetazoa	
GO:0001775	cell activation	NCBITaxon:33208	Metazoa	
GO:0141063	epigenetic programming in the central cell	NCBITaxon:33090	Viridiplantae	
GO:0160092	hemozoin formation complex	NCBITaxon:5820	Plasmodium	
GO:0009048	dosage compensation by inactivation of X chromosome	NCBITaxon:32524	Amniota	PMID:19802707
GO:0080188	gene silencing by RNA-directed DNA methylation	NCBITaxon:33090	Viridiplantae	PMID:33031395
