Class_id	Class_name	parent_class_id	parent_class_name	Stat	M	Redundant	Fixed	Notes
GO:2000066	positive regulation of cortisol biosynthetic process	GO:1902932	positive regulation of alcohol biosynthetic process	0				
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	GO:1902932	positive regulation of alcohol biosynthetic process	0				
GO:2000488	positive regulation of brassinosteroid biosynthetic process	GO:1902932	positive regulation of alcohol biosynthetic process	0				
GO:0060557	positive regulation of vitamin D biosynthetic process	GO:1902932	positive regulation of alcohol biosynthetic process	0				
GO:2000842	positive regulation of dehydroepiandrosterone secretion	GO:2000836	positive regulation of androgen secretion	1				
GO:2000845	positive regulation of testosterone secretion	GO:2000836	positive regulation of androgen secretion	1				
GO:2000839	positive regulation of androstenedione secretion	GO:2000836	positive regulation of androgen secretion	1				
GO:0051586	positive regulation of dopamine uptake involved in synaptic transmission	GO:1903793	positive regulation of anion transport	0				
GO:0051613	positive regulation of serotonin uptake	GO:1903793	positive regulation of anion transport	0				
GO:0014064	positive regulation of serotonin secretion	GO:1903793	positive regulation of anion transport	0				
GO:0051633	positive regulation of acetylcholine uptake	GO:1903793	positive regulation of anion transport	0				
GO:0033603	positive regulation of dopamine secretion	GO:1903793	positive regulation of anion transport	0				
GO:0014057	positive regulation of acetylcholine secretion, neurotransmission	GO:1903793	positive regulation of anion transport	0				
GO:0051618	positive regulation of histamine uptake	GO:1903793	positive regulation of anion transport	0				
GO:1903595	positive regulation of histamine secretion by mast cell	GO:1903793	positive regulation of anion transport	0				
GO:1900466	positive regulation of arginine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900080	positive regulation of arginine biosynthetic process					
GO:1901046	positive regulation of oviposition	GO:0048520	positive regulation of behavior					
GO:2000344	positive regulation of acrosome reaction	GO:0045956	positive regulation of calcium ion-dependent exocytosis					
GO:2000700	positive regulation of cardiac muscle cell myoblast differentiation	GO:2000727	positive regulation of cardiac muscle cell differentiation					
GO:2001172	positive regulation of glycolytic fermentation to ethanol	GO:0009896	positive regulation of catabolic process					
GO:0051623	positive regulation of norepinephrine uptake	GO:0051944	positive regulation of catecholamine uptake involved in synaptic transmission					
GO:0051628	positive regulation of epinephrine uptake	GO:0051944	positive regulation of catecholamine uptake involved in synaptic transmission					
GO:1901321	positive regulation of heart induction	GO:0010647	positive regulation of cell communication					
GO:0016239	positive regulation of macroautophagy	GO:0010647	positive regulation of cell communication					
GO:1901721	positive regulation of NMS complex interaction involved in kinetochore assembly	GO:0090068	positive regulation of cell cycle process					
GO:0045919	positive regulation of cytolysis	GO:0010942	positive regulation of cell death					
GO:1902459	positive regulation of stem cell population maintenance	GO:0010720	positive regulation of cell development					
GO:0051785	positive regulation of nuclear division	GO:0051781	positive regulation of cell division					
GO:0060520	activation of prostate induction by androgen receptor signaling pathway	GO:0010455	positive regulation of cell fate commitment					
GO:1901321	positive regulation of heart induction	GO:0010455	positive regulation of cell fate commitment					
GO:0051041	positive regulation of calcium-independent cell-cell adhesion	GO:0022409	positive regulation of cell-cell adhesion					
GO:0046587	positive regulation of calcium-dependent cell-cell adhesion	GO:0022409	positive regulation of cell-cell adhesion					
GO:1902027	positive regulation of cartilage condensation	GO:0022409	positive regulation of cell-cell adhesion					
GO:1900422	positive regulation of cellular alcohol catabolic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900421	positive regulation of cellular alcohol catabolic process					
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	GO:0033240	positive regulation of cellular amine metabolic process					
GO:2000755	positive regulation of sphingomyelin catabolic process	GO:0033240	positive regulation of cellular amine metabolic process					
GO:1900470	positive regulation of phosphatidylserine biosynthetic process	GO:2000284	positive regulation of cellular amino acid biosynthetic process					
GO:2000611	positive regulation of thyroid hormone generation	GO:0045764	positive regulation of cellular amino acid metabolic process					
GO:0045821	positive regulation of glycolytic process	GO:0010676	positive regulation of cellular carbohydrate metabolic process					
GO:0010508	positive regulation of autophagy	GO:0031331	positive regulation of cellular catabolic process					
GO:1900735	positive regulation of flocculation	GO:0048522	positive regulation of cellular process					
GO:0045785	positive regulation of cell adhesion	GO:0048522	positive regulation of cellular process					
GO:2000010	positive regulation of protein localization to cell surface	GO:0048522	positive regulation of cellular process					
GO:1900464	negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter	GO:0048522	positive regulation of cellular process					
GO:1900182	positive regulation of protein localization to nucleus	GO:0048522	positive regulation of cellular process					
GO:2000199	positive regulation of ribonucleoprotein complex localization	GO:0048522	positive regulation of cellular process					
GO:1900463	negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter	GO:0048522	positive regulation of cellular process					
GO:1902365	positive regulation of protein localization to spindle pole body	GO:0048522	positive regulation of cellular process					
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	GO:1903829	positive regulation of cellular protein localization					
GO:1903334	positive regulation of protein folding	GO:0032270	positive regulation of cellular protein metabolic process					
GO:1903285	positive regulation of hydrogen peroxide catabolic process	GO:1900409	positive regulation of cellular response to oxidative stress					
GO:0031937	positive regulation of chromatin silencing	GO:1903310	positive regulation of chromatin modification					
GO:1901721	positive regulation of NMS complex interaction involved in kinetochore assembly	GO:0051984	positive regulation of chromosome segregation					
GO:2000155	positive regulation of cilium-dependent cell motility	GO:0003353	positive regulation of cilium movement					
GO:0046824	positive regulation of nucleocytoplasmic transport	GO:1903651	positive regulation of cytoplasmic transport					
GO:1902824	positive regulation of late endosome to lysosome transport	GO:1903651	positive regulation of cytoplasmic transport					
GO:2000643	positive regulation of early endosome to late endosome transport	GO:1903651	positive regulation of cytoplasmic transport					
GO:1902955	positive regulation of early endosome to recycling endosome transport	GO:1903651	positive regulation of cytoplasmic transport					
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	GO:1903651	positive regulation of cytoplasmic transport					
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	GO:0051495	positive regulation of cytoskeleton organization					
GO:0051885	positive regulation of anagen	GO:0048639	positive regulation of developmental growth					
GO:0048582	positive regulation of post-embryonic development	GO:0051094	positive regulation of developmental process					
GO:1901165	positive regulation of trophoblast cell migration	GO:0051094	positive regulation of developmental process					
GO:2000055	positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	GO:0051094	positive regulation of developmental process					
GO:2000017	positive regulation of determination of dorsal identity	GO:0051094	positive regulation of developmental process					
GO:0048087	positive regulation of developmental pigmentation	GO:0051094	positive regulation of developmental process					
GO:0045597	positive regulation of cell differentiation	GO:0051094	positive regulation of developmental process					
GO:2000315	positive regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	GO:0051094	positive regulation of developmental process					
GO:0045805	positive regulation of eclosion	GO:0051094	positive regulation of developmental process					
GO:1904480	positive regulation of intestinal absorption	GO:0060456	positive regulation of digestive system process					
GO:1903945	positive regulation of hepatocyte apoptotic process	GO:1904037	positive regulation of epithelial cell apoptotic process					
GO:1902174	positive regulation of keratinocyte apoptotic process	GO:1904037	positive regulation of epithelial cell apoptotic process					
GO:2000353	positive regulation of endothelial cell apoptotic process	GO:1904037	positive regulation of epithelial cell apoptotic process					
GO:2000676	positive regulation of type B pancreatic cell apoptotic process	GO:1904037	positive regulation of epithelial cell apoptotic process					
GO:0031287	positive regulation of sorocarp stalk cell differentiation	GO:0030858	positive regulation of epithelial cell differentiation					
GO:2000869	positive regulation of estrone secretion	GO:2000863	positive regulation of estrogen secretion					
GO:2000866	positive regulation of estradiol secretion	GO:2000863	positive regulation of estrogen secretion					
GO:0061425	positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900066	positive regulation of ethanol catabolic process					
GO:0097235	positive regulation of fatty acid beta-oxidation by positive regulation of transcription from RNA polymerase II promoter	GO:0032000	positive regulation of fatty acid beta-oxidation					
GO:0071812	positive regulation of fever generation by positive regulation of prostaglandin secretion	GO:0031622	positive regulation of fever generation					
GO:0071811	positive regulation of fever generation by positive regulation of prostaglandin biosynthesis	GO:0031622	positive regulation of fever generation					
GO:1900524	positive regulation of flocculation via cell wall protein-carbohydrate interaction by positive regulation of transcription from RNA polymerase II promoter	GO:1900479	positive regulation of flocculation via cell wall protein-carbohydrate interaction					
GO:0045654	positive regulation of megakaryocyte differentiation	GO:1901534	positive regulation of hematopoietic progenitor cell differentiation					
GO:1902274	positive regulation of (R)-carnitine transmembrane transport	GO:1903797	positive regulation of inorganic anion transmembrane transport					
GO:1900375	positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900090	positive regulation of inositol biosynthetic process					
GO:1900471	negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	GO:1900090	positive regulation of inositol biosynthetic process					
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	GO:0090316	positive regulation of intracellular protein transport					
GO:0043950	positive regulation of cAMP-mediated signaling	GO:1902533	positive regulation of intracellular signal transduction					
GO:0010750	positive regulation of nitric oxide mediated signal transduction	GO:1902533	positive regulation of intracellular signal transduction					
GO:0010753	positive regulation of cGMP-mediated signaling	GO:1902533	positive regulation of intracellular signal transduction					
GO:0050850	positive regulation of calcium-mediated signaling	GO:1902533	positive regulation of intracellular signal transduction					
GO:2001137	positive regulation of endocytic recycling	GO:0032388	positive regulation of intracellular transport					
GO:1903337	positive regulation of vacuolar transport	GO:0032388	positive regulation of intracellular transport					
GO:0048215	positive regulation of Golgi vesicle fusion to target membrane	GO:0032388	positive regulation of intracellular transport					
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	GO:0032388	positive regulation of intracellular transport					
GO:1903130	positive regulation of leucine import into cell	GO:0034767	positive regulation of ion transmembrane transport					
GO:0090280	positive regulation of calcium ion import	GO:0034767	positive regulation of ion transmembrane transport					
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	GO:0002705	positive regulation of leukocyte mediated immunity					
GO:0051443	positive regulation of ubiquitin-protein transferase activity	GO:0051351	positive regulation of ligase activity					
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	GO:0031442	positive regulation of mRNA 3'-end processing					
GO:0031439	positive regulation of mRNA cleavage	GO:0050685	positive regulation of mRNA processing					
GO:1903599	positive regulation of mitophagy	GO:0016239	positive regulation of macroautophagy					
GO:0051247	positive regulation of protein metabolic process	GO:0010604	positive regulation of macromolecule metabolic process					
GO:1900374	positive regulation of mating type switching by regulation of transcription from RNA polymerase II promoter	GO:0031496	positive regulation of mating type switching					
GO:1900476	positive regulation of meiosis by positive regulation of transcription from RNA polymerase II promoter	GO:0045836	positive regulation of meiotic nuclear division					
GO:1900475	positive regulation of meiosis by negative regulation of transcription from RNA polymerase II promoter	GO:0045836	positive regulation of meiotic nuclear division					
GO:0043941	positive regulation of sexual sporulation resulting in formation of a cellular spore	GO:0045836	positive regulation of meiotic nuclear division					
GO:1900048	positive regulation of hemostasis	GO:0051240	positive regulation of multicellular organismal process					
GO:1902437	positive regulation of male mating behavior	GO:0051240	positive regulation of multicellular organismal process					
GO:0045684	positive regulation of epidermis development	GO:0051240	positive regulation of multicellular organismal process					
GO:1902185	positive regulation of shoot apical meristem development	GO:0051240	positive regulation of multicellular organismal process					
GO:2000799	positive regulation of amniotic stem cell differentiation	GO:0051240	positive regulation of multicellular organismal process					
GO:1904151	positive regulation of microglial cell mediated cytotoxicity	GO:0002888	positive regulation of myeloid leukocyte mediated immunity					
GO:0045636	positive regulation of melanocyte differentiation	GO:1902913	positive regulation of neuroepithelial cell differentiation					
GO:0051633	positive regulation of acetylcholine uptake	GO:0051582	positive regulation of neurotransmitter uptake					
GO:2001172	positive regulation of glycolytic fermentation to ethanol	GO:0030813	positive regulation of nucleotide catabolic process					
GO:0045821	positive regulation of glycolytic process	GO:0030813	positive regulation of nucleotide catabolic process					
GO:1902274	positive regulation of (R)-carnitine transmembrane transport	GO:0032892	positive regulation of organic acid transport					
GO:0061424	positive regulation of peroxisome organization by positive regulation of transcription from RNA polymerase II promoter	GO:1900064	positive regulation of peroxisome organization					
GO:1900546	positive regulation of phenotypic switching by regulation of transcription from RNA polymerase II promoter	GO:1900241	positive regulation of phenotypic switching					
GO:1900472	positive regulation of phosphatidylcholine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:2001247	positive regulation of phosphatidylcholine biosynthetic process					
GO:1900525	positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900470	positive regulation of phosphatidylserine biosynthetic process					
GO:1900413	positive regulation of phospholipid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:0071073	positive regulation of phospholipid biosynthetic process					
GO:2000809	positive regulation of synaptic vesicle clustering	GO:1901631	positive regulation of presynaptic membrane organization					
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process					
GO:1904687	positive regulation of mitotic spindle disassembly	GO:0043243	positive regulation of protein complex disassembly					
GO:0010922	positive regulation of phosphatase activity	GO:0035307	positive regulation of protein dephosphorylation					
GO:1903020	positive regulation of glycoprotein metabolic process	GO:0051247	positive regulation of protein metabolic process					
GO:1904716	positive regulation of chaperone-mediated autophagy	GO:0051247	positive regulation of protein metabolic process					
GO:0046985	positive regulation of hemoglobin biosynthetic process	GO:0051247	positive regulation of protein metabolic process					
GO:0050747	positive regulation of lipoprotein metabolic process	GO:0051247	positive regulation of protein metabolic process					
GO:1900461	positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter	GO:2000222	positive regulation of pseudohyphal growth					
GO:1900418	positive regulation of purine nucleotide biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:1900373	positive regulation of purine nucleotide biosynthetic process					
GO:1904025	positive regulation of glucose catabolic process to lactate via pyruvate	GO:0033123	positive regulation of purine nucleotide catabolic process					
GO:1903489	positive regulation of lactation	GO:2000243	positive regulation of reproductive process					
GO:1900459	positive regulation of brassinosteroid mediated signaling pathway	GO:1901421	positive regulation of response to alcohol					
GO:0070564	positive regulation of vitamin D receptor signaling pathway	GO:1901421	positive regulation of response to alcohol					
GO:0016239	positive regulation of macroautophagy	GO:0032109	positive regulation of response to nutrient levels					
GO:1903285	positive regulation of hydrogen peroxide catabolic process	GO:1901033	positive regulation of response to reactive oxygen species					
GO:1900463	negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter	GO:0048584	positive regulation of response to stimulus					
GO:0048520	positive regulation of behavior	GO:0048584	positive regulation of response to stimulus					
GO:0050729	positive regulation of inflammatory response	GO:1903036	positive regulation of response to wounding					
GO:0086094	positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction	GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity					
GO:1901980	positive regulation of inward rectifier potassium channel activity	GO:0009967	positive regulation of signal transduction					
GO:1901587	positive regulation of acid-sensing ion channel activity	GO:0009967	positive regulation of signal transduction					
GO:1902161	positive regulation of cyclic nucleotide-gated ion channel activity	GO:0009967	positive regulation of signal transduction					
GO:1901321	positive regulation of heart induction	GO:0023056	positive regulation of signaling					
GO:0061423	positive regulation of sodium ion transport by positive regulation of transcription from RNA polymerase II promoter	GO:0010765	positive regulation of sodium ion transport					
GO:1902459	positive regulation of stem cell population maintenance	GO:2000738	positive regulation of stem cell differentiation					
GO:0072381	positive regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation	GO:2000738	positive regulation of stem cell differentiation					
GO:0010718	positive regulation of epithelial to mesenchymal transition	GO:2000738	positive regulation of stem cell differentiation					
GO:1902726	positive regulation of skeletal muscle satellite cell differentiation	GO:2000738	positive regulation of stem cell differentiation					
GO:0002053	positive regulation of mesenchymal cell proliferation	GO:2000648	positive regulation of stem cell proliferation					
GO:1904078	positive regulation of estrogen biosynthetic process	GO:0010893	positive regulation of steroid biosynthetic process					
GO:1900478	positive regulation of sulfate assimilation by positive regulation of transcription from RNA polymerase II promoter	GO:1900059	positive regulation of sulfate assimilation					
GO:0061426	positive regulation of sulfite transport by positive regulation of transcription from RNA polymerase II promoter	GO:1900072	positive regulation of sulfite transport					
GO:1904719	positive regulation of AMPA glutamate receptor clustering	GO:0051965	positive regulation of synapse assembly					
GO:1902805	positive regulation of synaptic vesicle transport	GO:0050806	positive regulation of synaptic transmission					
GO:0051582	positive regulation of neurotransmitter uptake	GO:0050806	positive regulation of synaptic transmission					
GO:0060409	positive regulation of acetylcholine metabolic process	GO:0050806	positive regulation of synaptic transmission					
GO:1901548	positive regulation of synaptic vesicle lumen acidification	GO:1900244	positive regulation of synaptic vesicle endocytosis					
GO:1902372	positive regulation of tRNA catabolic process	GO:1903328	positive regulation of tRNA metabolic process					
GO:1901644	positive regulation of tRNA methylation in response to nitrogen starvation	GO:2000237	positive regulation of tRNA processing					
GO:2000825	positive regulation of androgen receptor activity	GO:0045944	positive regulation of transcription from RNA polymerase II promoter					
GO:1904169	positive regulation of thyroid hormone receptor activity	GO:0045944	positive regulation of transcription from RNA polymerase II promoter					
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0045893	positive regulation of transcription, DNA-templated					
GO:2000911	positive regulation of sterol import	GO:0034764	positive regulation of transmembrane transport					
GO:0007092	activation of APC-Cdc20 complex activity	GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition					
GO:1903007	positive regulation of Lys63-specific deubiquitinase activity	GO:2000158	positive regulation of ubiquitin-specific protease activity					
GO:1904288	BAT3 complex binding	GO:0070628	proteasome binding					
GO:0000835	ER ubiquitin ligase complex	GO:0000502	proteasome complex					
GO:0071818	BAT3 complex	GO:0000502	proteasome complex					
GO:0034189	very-low-density lipoprotein particle binding	GO:0005515	protein binding					
GO:0001948	glycoprotein binding	GO:0005515	protein binding					
GO:0030492	hemoglobin binding	GO:0005515	protein binding					
GO:0042540	hemoglobin catabolic process	GO:0030163	protein catabolic process					
GO:0042159	lipoprotein catabolic process	GO:0030163	protein catabolic process					
GO:0006516	glycoprotein catabolic process	GO:0030163	protein catabolic process					
GO:0015474	autotransporter activity	GO:0015266	protein channel activity					
GO:0030474	spindle pole body duplication	GO:0006461	protein complex assembly					
GO:0051225	spindle assembly	GO:0006461	protein complex assembly					
GO:0008017	microtubule binding	GO:0032403	protein complex binding					
GO:0051230	spindle disassembly	GO:0043241	protein complex disassembly					
GO:0007051	spindle organization	GO:0071822	protein complex subunit organization					
GO:0031122	cytoplasmic microtubule organization	GO:0071822	protein complex subunit organization					
GO:0045109	intermediate filament organization	GO:0071822	protein complex subunit organization					
GO:0006999	nuclear pore organization	GO:0071822	protein complex subunit organization					
GO:0007015	actin filament organization	GO:0071822	protein complex subunit organization					
GO:0051300	spindle pole body organization	GO:0071822	protein complex subunit organization					
GO:0020028	hemoglobin import	GO:0017038	protein import					
GO:0044872	lipoprotein localization	GO:0008104	protein localization					
GO:0044873	lipoprotein localization to membrane	GO:0072657	protein localization to membrane					
GO:0090204	protein localization to nuclear pore	GO:0072657	protein localization to membrane					
GO:1903445	protein transport from ciliary membrane to plasma membrane	GO:0072659	protein localization to plasma membrane					
GO:0042965	glutaredoxin biosynthetic process	GO:0019538	protein metabolic process					
GO:0009100	glycoprotein metabolic process	GO:0019538	protein metabolic process					
GO:0042967	acyl-carrier-protein biosynthetic process	GO:0019538	protein metabolic process					
GO:0020027	hemoglobin metabolic process	GO:0019538	protein metabolic process					
GO:0042964	thioredoxin biosynthetic process	GO:0019538	protein metabolic process					
GO:1903606	cytochrome c metabolic process	GO:0019538	protein metabolic process					
GO:1903604	cytochrome metabolic process	GO:0019538	protein metabolic process					
GO:0042157	lipoprotein metabolic process	GO:0019538	protein metabolic process					
GO:0015557	arginine targeting transmembrane transporter activity	GO:0008320	protein transmembrane transporter activity					
GO:0034436	glycoprotein transport	GO:0015031	protein transport					
GO:0042953	lipoprotein transport	GO:0015031	protein transport					
GO:1903445	protein transport from ciliary membrane to plasma membrane	GO:0015031	protein transport					
GO:0042073	intraciliary transport	GO:0098840	protein transport along microtubule					
GO:1990852	protein transport along microtubule to spindle pole body	GO:0098840	protein transport along microtubule					
GO:0034437	glycoprotein transporter activity	GO:0008565	protein transporter activity					
GO:0042954	lipoprotein transporter activity	GO:0008565	protein transporter activity					
GO:1901962	S-adenosyl-L-methionine transmembrane transport	GO:0015860	purine nucleoside transmembrane transport					
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	GO:0015211	purine nucleoside transmembrane transporter activity					
GO:0006556	S-adenosylmethionine biosynthetic process	GO:0046129	purine ribonucleoside biosynthetic process					
GO:0050843	S-adenosylmethionine catabolic process	GO:0046130	purine ribonucleoside catabolic process					
GO:0046500	S-adenosylmethionine metabolic process	GO:0046128	purine ribonucleoside metabolic process					
GO:0001408	guanine nucleotide transport	GO:0015868	purine ribonucleotide transport					
GO:0019650	glycolytic fermentation to butanediol	GO:0019364	pyridine nucleotide catabolic process					
GO:0006230	TMP biosynthetic process	GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process					
GO:0046045	TMP catabolic process	GO:0009178	pyrimidine deoxyribonucleoside monophosphate catabolic process					
GO:0046044	TMP metabolic process	GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process					
GO:0006230	TMP biosynthetic process	GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process					
GO:0046045	TMP catabolic process	GO:0009223	pyrimidine deoxyribonucleotide catabolic process					
GO:0046044	TMP metabolic process	GO:0009219	pyrimidine deoxyribonucleotide metabolic process					
GO:0046045	TMP catabolic process	GO:0009175	pyrimidine ribonucleoside monophosphate catabolic process					
GO:0046045	TMP catabolic process	GO:0009222	pyrimidine ribonucleotide catabolic process					
GO:0019491	ectoine biosynthetic process	GO:0072528	pyrimidine-containing compound biosynthetic process					
GO:0042400	ectoine catabolic process	GO:0072529	pyrimidine-containing compound catabolic process					
GO:0042399	ectoine metabolic process	GO:0072527	pyrimidine-containing compound metabolic process					
GO:0033265	choline binding	GO:0050997	quaternary ammonium group binding					
GO:0042166	acetylcholine binding	GO:0050997	quaternary ammonium group binding					
GO:0031494	regulation of mating type switching	GO:0051052	regulation of DNA metabolic process					
GO:1902449	regulation of ATP-dependent DNA helicase activity	GO:0051052	regulation of DNA metabolic process					
GO:1900262	regulation of DNA-directed DNA polymerase activity	GO:0090329	regulation of DNA-dependent DNA replication					
GO:2001154	regulation of glycolytic fermentation to ethanol	GO:1902688	regulation of NAD metabolic process					
GO:0032347	regulation of aldosterone biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:2000064	regulation of cortisol biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:2001245	regulation of phosphatidylcholine biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:0010422	regulation of brassinosteroid biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:0060556	regulation of vitamin D biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:2000224	regulation of testosterone biosynthetic process	GO:1902930	regulation of alcohol biosynthetic process					
GO:2000840	regulation of dehydroepiandrosterone secretion	GO:2000834	regulation of androgen secretion					
GO:2000837	regulation of androstenedione secretion	GO:2000834	regulation of androgen secretion					
GO:2000843	regulation of testosterone secretion	GO:2000834	regulation of androgen secretion					
GO:0014062	regulation of serotonin secretion	GO:0044070	regulation of anion transport					
GO:0014059	regulation of dopamine secretion	GO:0044070	regulation of anion transport					
GO:0014056	regulation of acetylcholine secretion, neurotransmission	GO:0044070	regulation of anion transport					
GO:0051611	regulation of serotonin uptake	GO:0044070	regulation of anion transport					
GO:0051616	regulation of histamine uptake	GO:0044070	regulation of anion transport					
GO:0051584	regulation of dopamine uptake involved in synaptic transmission	GO:0044070	regulation of anion transport					
GO:0051631	regulation of acetylcholine uptake	GO:0044070	regulation of anion transport					
GO:1903593	regulation of histamine secretion by mast cell	GO:0044070	regulation of anion transport					
GO:0046662	regulation of oviposition	GO:0050795	regulation of behavior					
GO:0060046	regulation of acrosome reaction	GO:0017158	regulation of calcium ion-dependent exocytosis					
GO:1900471	negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	GO:1900402	regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter					
GO:2000690	regulation of cardiac muscle cell myoblast differentiation	GO:2000725	regulation of cardiac muscle cell differentiation					
GO:0051626	regulation of epinephrine uptake	GO:0051940	regulation of catecholamine uptake involved in synaptic transmission					
GO:0051621	regulation of norepinephrine uptake	GO:0051940	regulation of catecholamine uptake involved in synaptic transmission					
GO:0090381	regulation of heart induction	GO:0010646	regulation of cell communication					
GO:0016241	regulation of macroautophagy	GO:0010646	regulation of cell communication					
GO:0034306	regulation of sexual sporulation	GO:0010564	regulation of cell cycle process					
GO:0090234	regulation of kinetochore assembly	GO:0010564	regulation of cell cycle process					
GO:0042268	regulation of cytolysis	GO:0010941	regulation of cell death					
GO:2000036	regulation of stem cell population maintenance	GO:0060284	regulation of cell development					
GO:0051783	regulation of nuclear division	GO:0051302	regulation of cell division					
GO:0090381	regulation of heart induction	GO:0010453	regulation of cell fate commitment					
GO:0051040	regulation of calcium-independent cell-cell adhesion	GO:0022407	regulation of cell-cell adhesion					
GO:0070587	regulation of cell-cell adhesion involved in gastrulation	GO:0022407	regulation of cell-cell adhesion					
GO:0046586	regulation of calcium-dependent cell-cell adhesion	GO:0022407	regulation of cell-cell adhesion					
GO:1902026	regulation of cartilage condensation	GO:0022407	regulation of cell-cell adhesion					
GO:0010899	regulation of phosphatidylcholine catabolic process	GO:0033238	regulation of cellular amine metabolic process					
GO:2000754	regulation of sphingomyelin catabolic process	GO:0033238	regulation of cellular amine metabolic process					
GO:2001245	regulation of phosphatidylcholine biosynthetic process	GO:0033238	regulation of cellular amine metabolic process					
GO:1900468	regulation of phosphatidylserine biosynthetic process	GO:2000282	regulation of cellular amino acid biosynthetic process					
GO:2000609	regulation of thyroid hormone generation	GO:0006521	regulation of cellular amino acid metabolic process					
GO:0006110	regulation of glycolytic process	GO:0043471	regulation of cellular carbohydrate catabolic process					
GO:0010506	regulation of autophagy	GO:0031329	regulation of cellular catabolic process					
GO:0000198	activation of MAPKK activity involved in cell wall organization or biogenesis	GO:0044087	regulation of cellular component biogenesis					
GO:0000197	activation of MAPKKK activity involved in cell wall organization or biogenesis	GO:0044087	regulation of cellular component biogenesis					
GO:0000199	activation of MAPK activity involved in cell wall organization or biogenesis	GO:0044087	regulation of cellular component biogenesis					
GO:0000200	inactivation of MAPK activity involved in cell wall organization or biogenesis	GO:0044087	regulation of cellular component biogenesis					
GO:0035949	positive regulation of gluconeogenesis by negative regulation of transcription from RNA polymerase II promoter	GO:0072365	regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter					
GO:0035948	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter	GO:0072366	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter					
GO:1900525	positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	GO:0072366	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter					
GO:1900411	regulation of histone acetylation by regulation of transcription from RNA polymerase II promoter	GO:0072364	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter					
GO:0035947	regulation of gluconeogenesis by regulation of transcription from RNA polymerase II promoter	GO:0072364	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter					
GO:1901648	regulation of actomyosin contractile ring localization	GO:0060341	regulation of cellular localization					
GO:0030155	regulation of cell adhesion	GO:0050794	regulation of cellular process					
GO:0060256	regulation of flocculation	GO:0050794	regulation of cellular process					
GO:0060341	regulation of cellular localization	GO:0050794	regulation of cellular process					
